run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path,variant,outcome_sha256,success,terminal_reason,target_id,invalid_initial_plan,forbidden_region_violations,invalid_affordance_choices,replanned,stale_belief_failures,replanning_latency_us,route_cost_m,context_fact_count,geometry_query_count,semantic_query_count,planning_operations,initial_route_json,final_route_json,actions_json,outcome_source_path
a,80,REACH_PUMP2_WITH_RECHARGE,23d23019f08fc2b4dc1bddf71a09e57e6310d8e81e31c6617c082aa66bf4b928,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,e65de5117c5b878d4d822266eba3efe4fd13233072ecfc2fbb64dfef220dcf36,false,GEOMETRY_COLLISION,Pump2,true,0,0,false,0,0,10.322517575687954,15,1,0,1,"[""Lobby"",""PumpRoom""]","[""Lobby"",""PumpRoom""]","[""TRAVERSE:PumpRoom"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REACH_PUMP2_WITH_RECHARGE,23d23019f08fc2b4dc1bddf71a09e57e6310d8e81e31c6617c082aa66bf4b928,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,a93152160747a6eb8ed041813736e1e56f03592c67c12c667631441fea4d84a3,false,BLOCKED_EDGE,Pump2,true,0,0,true,0,28,10.0,21,1,0,10,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:BLOCKED_EDGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REACH_PUMP2_WITH_RECHARGE,23d23019f08fc2b4dc1bddf71a09e57e6310d8e81e31c6617c082aa66bf4b928,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,afb1830d55b5f2c32711b8f9f3163f2113985bf9701e85bb285a688000599f86,false,BLOCKED_EDGE,Pump2,true,0,0,true,0,28,10.0,13,1,1,10,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""FAIL:BLOCKED_EDGE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REACH_PUMP2_WITH_RECHARGE,23d23019f08fc2b4dc1bddf71a09e57e6310d8e81e31c6617c082aa66bf4b928,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,ee57ffa074d6328e0fac6d656033f5a4321b4188111d8f82228563a2b88d1734,false,NO_ROUTE,Pump2,true,0,0,true,0,21,0.0,15,1,1,10,[],[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REACH_PUMP2_WITH_RECHARGE,23d23019f08fc2b4dc1bddf71a09e57e6310d8e81e31c6617c082aa66bf4b928,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,5a22dbbaada21c10725017ad06bdfe462b8dcb7ab471c66baabf9cb910e05420,false,NO_ROUTE,Pump2,true,0,0,true,0,21,0.0,15,1,1,10,[],[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REPLAN_ON_RESTRICTION,78c0356b3bb6ca60b55d65aeae3f68f93b0b9f38287a7b351ff8e7d2b0ffc159,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,fd47f726dfbfcbfa097e710c4afb158b55a1c26a16e03f972dd0b7dd6e0a6c45,false,GEOMETRY_COLLISION,Valve7,true,0,0,false,0,0,11.513268094826806,15,1,0,1,"[""Lobby"",""RestrictedLab""]","[""Lobby"",""RestrictedLab""]","[""TRAVERSE:RestrictedLab"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REPLAN_ON_RESTRICTION,78c0356b3bb6ca60b55d65aeae3f68f93b0b9f38287a7b351ff8e7d2b0ffc159,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,a6c343d4abc675c0c6fbd42f39e9bd224496d1b44b9633163077b7d102fd95bb,false,FORBIDDEN_REGION,Valve7,false,1,0,true,0,35,11.0,21,1,0,12,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""FAIL:FORBIDDEN_REGION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REPLAN_ON_RESTRICTION,78c0356b3bb6ca60b55d65aeae3f68f93b0b9f38287a7b351ff8e7d2b0ffc159,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,faac92a0d76d3e5e26c3ddc2fca2125f2b8f6eae2a187b89242ae6844887b2c0,false,FORBIDDEN_REGION,Valve7,false,1,0,true,0,35,11.0,13,1,1,12,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""FAIL:FORBIDDEN_REGION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REPLAN_ON_RESTRICTION,78c0356b3bb6ca60b55d65aeae3f68f93b0b9f38287a7b351ff8e7d2b0ffc159,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,69c6c115c0b6637f0e6b05ce2a1b8a78d2696fd3ac089c44037b9074e7a09455,false,NO_ROUTE,Valve7,false,0,0,true,0,42,0.0,15,1,1,12,"[""Lobby"",""CorridorA"",""RestrictedLab""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,REPLAN_ON_RESTRICTION,78c0356b3bb6ca60b55d65aeae3f68f93b0b9f38287a7b351ff8e7d2b0ffc159,INSTRUCTION_CHANGED+ROOM_RESTRICTED+ROUTE_BLOCKED,3,"[""ROUTE_BLOCKED"",""INSTRUCTION_CHANGED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""AVOID_ROOM:ElectricalRoom"",""RESTRICTED""]",true,1,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,3ccbaf6baf9208655ba19cdec953e973b4f812d3a3f88c78c373d220b9297d47,false,NO_ROUTE,Valve7,false,0,0,true,0,42,0.0,16,1,1,12,"[""Lobby"",""CorridorA"",""RestrictedLab""]",[],"[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:NO_ROUTE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,STORE_CARRIED_TOOL,96b80570d9acbe5d50c4c19d80e4726c45d40615d0616507203bf5f1e2e359e3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,676c361bdefe42991aaa6e1cf5530c9bcfbdb0285e2aec647fb4146c2703841b,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,STORE_CARRIED_TOOL,96b80570d9acbe5d50c4c19d80e4726c45d40615d0616507203bf5f1e2e359e3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,a780cce536b092bce7300002845f317632abdf03663607962d968d0b145d0369,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,true,0,7,0.0,21,1,0,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,STORE_CARRIED_TOOL,96b80570d9acbe5d50c4c19d80e4726c45d40615d0616507203bf5f1e2e359e3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,1f5142e0ed096398bc0e70839aa6256e1aa2ebdb1cb28f346a9d6e71fc73ef03,true,SUCCESS,ToolCabinetLobby,false,0,0,true,0,7,0.0,13,1,1,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""ACT:ToolCabinetLobby""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,STORE_CARRIED_TOOL,96b80570d9acbe5d50c4c19d80e4726c45d40615d0616507203bf5f1e2e359e3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,3a4e64c5c60e7cc31afadcf9df4b6a678dd791a3ec4781dd2b20f6e527f3c6b6,true,SUCCESS,ToolCabinetLobby,false,0,0,true,0,7,0.0,15,1,1,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""ACT:ToolCabinetLobby""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,80,STORE_CARRIED_TOOL,96b80570d9acbe5d50c4c19d80e4726c45d40615d0616507203bf5f1e2e359e3,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",false,0,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,9906ef38955788a19741a415f6331005fbb0a8e9bd5ee17f80d87cf34e6edcb9,true,SUCCESS,ToolCabinetLobby,false,0,0,true,0,7,0.0,15,1,1,2,"[""Lobby""]","[""Lobby""]","[""INSTRUCTION_APPLIED:AVOID_ROOM:ElectricalRoom"",""ACT:ToolCabinetLobby""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,993964d6063f415dc548b1fc3d54a3c8dee7595984f184290dc975ee10d95f46,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,15,1,0,1,"[""Lobby"",""Lobby""]","[""Lobby"",""Lobby""]","[""TRAVERSE:Lobby"",""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,74ca8824e27921257e4ffc81a5c5a6143d87ef1375449d390dd97d0b77f822f0,false,INVALID_AFFORDANCE,ChargerLobby,false,0,1,false,0,0,0.0,21,1,0,1,"[""Lobby""]","[""Lobby""]","[""FAIL:INVALID_AFFORDANCE""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,00b2869f2d224ed919b1469927da12c25187197baaccccac9a62c2b7b318883f,true,SUCCESS,Valve3,false,0,0,false,0,0,10.0,13,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""ACT:Valve3""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,9d39bbfecc2fdd9d261f124996c1a8cd93dd185dd080160b7cbe6d0a64dac579,true,SUCCESS,Valve3,false,0,0,false,0,0,10.0,15,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""ACT:Valve3""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4,878eab09374f45103df005cdc04d2f2124457cfa16a461286b162c2d4ee11880,true,SUCCESS,Valve3,false,0,0,false,0,0,10.0,17,1,1,6,"[""Lobby"",""CorridorA"",""PumpRoom""]","[""Lobby"",""CorridorA"",""PumpRoom""]","[""TRAVERSE:CorridorA"",""TRAVERSE:PumpRoom"",""ACT:Valve3""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T0,80993aa228cc29615590da97e7a17e17ddf079817be2d5fb06c24e187f013283,false,GEOMETRY_COLLISION,Valve7,true,0,0,false,0,0,10.909312464230045,15,1,0,1,"[""Lobby"",""RestrictedLab""]","[""Lobby"",""RestrictedLab""]","[""TRAVERSE:RestrictedLab"",""FAIL:GEOMETRY_COLLISION""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T1,8fcacebf05ece9f6d6020ef073434ebbec347dec35087579375e166c768c5931,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,21,1,0,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T2,a7239e8c2666aede4bd79d6612af08fd7998d4d1cc98c9a84fd3666d78629b11,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,13,1,1,7,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3,fcbe53c3fb7af052f4f241a8483e809f8eeb7c46e64d8c938ae78ef1e3c45b2b,true,SUCCESS,Valve7,false,0,0,false,0,0,11.0,15,1,1,6,"[""Lobby"",""CorridorA"",""RestrictedLab""]","[""Lobby"",""CorridorA"",""RestrictedLab""]","[""TRAVERSE:CorridorA"",""TRAVERSE:RestrictedLab"",""ACT:Valve7""]",results/indicative-twin-hierarchy-a/raw/outcomes.jsonl
