run,seed,mission,case_sha256,event_stratum,event_count,event_types_json,event_payloads_json,history_present,history_event_count,instruction,case_source_path,contrast,higher_variant,lower_variant,higher_success,lower_success,paired_success_difference,higher_outcome_sha256,lower_outcome_sha256
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,9d39bbfecc2fdd9d261f124996c1a8cd93dd185dd080160b7cbe6d0a64dac579,00b2869f2d224ed919b1469927da12c25187197baaccccac9a62c2b7b318883f
a,81,INSPECT_NEAREST_COOLANT,5e5f575ea07a123e20acb26e6d5390aeaa7cf4d0065903bf512c2928eb9e0220,NONE,0,[],[],true,2,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,878eab09374f45103df005cdc04d2f2124457cfa16a461286b162c2d4ee11880,9d39bbfecc2fdd9d261f124996c1a8cd93dd185dd080160b7cbe6d0a64dac579
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,fcbe53c3fb7af052f4f241a8483e809f8eeb7c46e64d8c938ae78ef1e3c45b2b,a7239e8c2666aede4bd79d6612af08fd7998d4d1cc98c9a84fd3666d78629b11
a,81,INSPECT_VALVE7_WITH_ALTERNATE,263fd620587bf8f788c734cb9dcc34ce2554b715bc6adbda677397013288af93,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,4e9f1456c7099872a2913ef33eb23fb770c2c9baf97aa84a9d3c24499650f0e8,fcbe53c3fb7af052f4f241a8483e809f8eeb7c46e64d8c938ae78ef1e3c45b2b
a,81,REACH_PUMP2_WITH_RECHARGE,49b433e9746bac9fe37e28e1f790edbf3fd34d4d2edd6b45ffa6bb0d2fa60e20,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,6dda9aaea9f85bb217a5015044d19b3e703b62b74bb05d8ff698e2ce5ffe7d27,f5eac79d2ed126b3933aa6dd8e493c70104b665aa67d07aa470c699a7b1f416a
a,81,REACH_PUMP2_WITH_RECHARGE,49b433e9746bac9fe37e28e1f790edbf3fd34d4d2edd6b45ffa6bb0d2fa60e20,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,00d598dd521a9d7c6f1a973c81985a3bb841fd9ea31b58831d93e6bd7b384f8b,6dda9aaea9f85bb217a5015044d19b3e703b62b74bb05d8ff698e2ce5ffe7d27
a,81,REPLAN_ON_RESTRICTION,dacf0d6509a989767dddac2934abca9a757962259e90be7605883ab310f89f6d,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,faa1be41f4273dee1caa6e1a6398672a03506c13495cc665e4e308dff074fda3,38caf0ae5c9e4926caa7b1beaa1678b3ab92393217fdb2c2f1169aae36b902be
a,81,REPLAN_ON_RESTRICTION,dacf0d6509a989767dddac2934abca9a757962259e90be7605883ab310f89f6d,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,6527b57a1325b9a6ba9eb43c9b6680d4610623e4623f306caf76354ab79d8e73,faa1be41f4273dee1caa6e1a6398672a03506c13495cc665e4e308dff074fda3
a,81,STORE_CARRIED_TOOL,6d227536bcb44508df96548c221135ae6408f886528ce6a26cd47f5c4d918f9a,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,720c59700c19a50fb072b70310f09409512ba6ae03203ca62c2d47aff1f03e61,445fe7c569999d8db97847f6d7785d2470eb5ce42f88013b4729629dd76321db
a,81,STORE_CARRIED_TOOL,6d227536bcb44508df96548c221135ae6408f886528ce6a26cd47f5c4d918f9a,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,ad17e1ffb2df12723aaa2064594b5c513937b02f618a05e79d988483baa8137b,720c59700c19a50fb072b70310f09409512ba6ae03203ca62c2d47aff1f03e61
a,82,INSPECT_NEAREST_COOLANT,5aacfa8c9dc7d33e09363556cef7e53fe397aa40f2c396c97b76572396c09c43,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,d06899a996ef13a4995a3350366d0ff83d8880ebb00fb5d56ab2418f780680b2,1e8e9c6aafcb62763d9f476885369b660bd3b2485203a55cbd309b30097dcc06
a,82,INSPECT_NEAREST_COOLANT,5aacfa8c9dc7d33e09363556cef7e53fe397aa40f2c396c97b76572396c09c43,NONE,0,[],[],true,1,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,c13ab48db1e2fe08039296e13167195caea7f99efdbd8304c44f0759f607123f,d06899a996ef13a4995a3350366d0ff83d8880ebb00fb5d56ab2418f780680b2
a,82,INSPECT_VALVE7_WITH_ALTERNATE,d63e2b6b319d75e0206bc3f4f597afd61a8d807e90c4d94527cf4760eea206b1,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,29737ddb221e5d5fcfd75d5c75c1fedef7879a26a89c4ed4222a47d66cff2dfe,60ddd643ce31583733459e2c1782387a73f073ebfef5ec3dcec63e36173c8cf2
a,82,INSPECT_VALVE7_WITH_ALTERNATE,d63e2b6b319d75e0206bc3f4f597afd61a8d807e90c4d94527cf4760eea206b1,NONE,0,[],[],false,0,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,ac90bff75e50b3eacc548abe552f0a8844be761f6e2babf9dc37e20467ba5c6e,29737ddb221e5d5fcfd75d5c75c1fedef7879a26a89c4ed4222a47d66cff2dfe
a,82,REACH_PUMP2_WITH_RECHARGE,199aafd2f0e5e7af1dce4fc54fe29923acdf4bdf054f3d1a44e47dd45ad805fe,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,282c629c8658024d422b08367da29c593c00bd4ef023d178c1bc78a3f9246d70,5466d0f35672bff597556ecf81dad72aa586d4450ed1667e31611de4d2497a14
a,82,REACH_PUMP2_WITH_RECHARGE,199aafd2f0e5e7af1dce4fc54fe29923acdf4bdf054f3d1a44e47dd45ad805fe,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,bc8e8b5e102fcb4ba26a4d6fa960da78304e4f69cda6f2fd66d02ec77ea50aaf,282c629c8658024d422b08367da29c593c00bd4ef023d178c1bc78a3f9246d70
a,82,REPLAN_ON_RESTRICTION,0fecd6f57de28a23b60b3c6025906ab692f57dcf6aedf385f890cc48e8a86879,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,258ed28d6e828da4a76683133808dc85faf50f799b625616f4100f86f24a9c7a,b098cc26d51ca991b71724a2b42098f5a59e593cbe24995694e8be18f9b5d4ec
a,82,REPLAN_ON_RESTRICTION,0fecd6f57de28a23b60b3c6025906ab692f57dcf6aedf385f890cc48e8a86879,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",false,0,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,2473aa1a47bcf7cd65af4446886bd04cdbd58082e13fca798bde8d990d313095,258ed28d6e828da4a76683133808dc85faf50f799b625616f4100f86f24a9c7a
a,82,STORE_CARRIED_TOOL,2d2782ee8239f292adc1a00e376e84a391d6c40d238e0dff9ffc110bf02b4c83,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,a416d5106ad2b221f47aac01474e23477902b3f2e989c045c59a3e6de38e5a06,c64b2fb775bea09a9635426239490594498d8b5b8b9860f247f242225791cd33
a,82,STORE_CARRIED_TOOL,2d2782ee8239f292adc1a00e376e84a391d6c40d238e0dff9ffc110bf02b4c83,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,3e4af1610873611c72b65be5c57626822a9deb09a7cb48adf38df9ff476ae7df,a416d5106ad2b221f47aac01474e23477902b3f2e989c045c59a3e6de38e5a06
a,83,INSPECT_NEAREST_COOLANT,66c7caffcea9e7a140ff1030d860974f3a6de24dc14cfa9ad01eca5af87dae4b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,15396fce04bc6efbc43067b3991b1544ad8c33e1c17110887dcc51d56ab5212d,9ded85d9c6d386c4847c9cd10826cf5d5e13c724d8ba86994faadc76db6324ee
a,83,INSPECT_NEAREST_COOLANT,66c7caffcea9e7a140ff1030d860974f3a6de24dc14cfa9ad01eca5af87dae4b,ROUTE_BLOCKED,1,"[""ROUTE_BLOCKED""]","[""UNAVAILABLE""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,9349b0f616bdf19e4ff9b1c7285e3000f001e04897f2bc38c579c7104a23f6a0,15396fce04bc6efbc43067b3991b1544ad8c33e1c17110887dcc51d56ab5212d
a,83,INSPECT_VALVE7_WITH_ALTERNATE,e65c526df3d8d6ee0ad5d5167353919f7691244174abbb945c40cd4b2f64c26e,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,c11487e962c58155661fafc22c276355fdb8cd8eabc83bff46bd679b06623dbf,74e92e8994ecd93e9dbece2d1d6c040824cf0847fce6dd73e0ed11758d654c5c
a,83,INSPECT_VALVE7_WITH_ALTERNATE,e65c526df3d8d6ee0ad5d5167353919f7691244174abbb945c40cd4b2f64c26e,NONE,0,[],[],false,0,"Safely inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,088c3b7b5da192eaa0375cef3c17cb19b7f971dc3b682b1d6dfa8711a614b1cc,c11487e962c58155661fafc22c276355fdb8cd8eabc83bff46bd679b06623dbf
a,83,REACH_PUMP2_WITH_RECHARGE,1b255bcf15a792d35c0da28036d09c7d14b63ef5447bc605b622c90dcb0adbd1,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,523cb608973b95115c952261db3d0c9e3ed921283c6f0368ff619cc3fab8ba67,9038f0263fa8c42c6f5782757a18287487c25d6ead5dcc12367740439454bf0f
a,83,REACH_PUMP2_WITH_RECHARGE,1b255bcf15a792d35c0da28036d09c7d14b63ef5447bc605b622c90dcb0adbd1,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,7d78d18c8101b6d077d5df39d3ebbfbb61793a902b946affd2db7565ece639a0,523cb608973b95115c952261db3d0c9e3ed921283c6f0368ff619cc3fab8ba67
a,83,REPLAN_ON_RESTRICTION,a47a44736fb94e596252a2c925fcc192c235d891eb953ed4ed27c6118c6d2523,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,88ef069e2b204112f26aaaaeda7d89ccec0a3d5d854b08ad5fa725ad0ba1ceb9,e2594223837bb01226ed1263dac0b3642ff79572f79bb997f09d926bd0b3b405
a,83,REPLAN_ON_RESTRICTION,a47a44736fb94e596252a2c925fcc192c235d891eb953ed4ed27c6118c6d2523,ROOM_RESTRICTED+ROUTE_BLOCKED,2,"[""ROUTE_BLOCKED"",""ROOM_RESTRICTED""]","[""UNAVAILABLE"",""RESTRICTED""]",true,1,Safely inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,24a3655d494363590e6f23d9dce867ba7f7f102dcd7fde84d5e1cb6331d1d059,88ef069e2b204112f26aaaaeda7d89ccec0a3d5d854b08ad5fa725ad0ba1ceb9
a,83,STORE_CARRIED_TOOL,68740211f7e07f11d34c8a54aa2cb33205d98dae9a708168cd4f8e82c6746e2b,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,f098067f60de7ec4699aa0b7dd3b3cc87e9bb355af610123fcd85c734fee5aff,fb6f2d6fec9ed302d54b9dd8586871732b716bb4087328412d5340beab25a348
a,83,STORE_CARRIED_TOOL,68740211f7e07f11d34c8a54aa2cb33205d98dae9a708168cd4f8e82c6746e2b,NONE,0,[],[],true,1,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,60eb234f6beb2e7c788b521aea1b12812a53fbfb63cc7a68c932dcf8c00c5974,f098067f60de7ec4699aa0b7dd3b3cc87e9bb355af610123fcd85c734fee5aff
a,84,INSPECT_NEAREST_COOLANT,a8b6ff83d6f688c1b9c0eba869119a09ac1d6bc4b72dc6c33517cf005475aea6,NONE,0,[],[],true,2,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,43eef35f5eea6ad2b44f02f70cfe93f4b69713b56fc324bf907638f330bbc02d,c70aa2c105bc03b5746fce5bec3b5667603faf9124d86f84b52282f586c51bbf
a,84,INSPECT_NEAREST_COOLANT,a8b6ff83d6f688c1b9c0eba869119a09ac1d6bc4b72dc6c33517cf005475aea6,NONE,0,[],[],true,2,Inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,f9e07b3cbd7009ad7ea04bc8a6892e40fe668b3a067555651503c522fb01609c,43eef35f5eea6ad2b44f02f70cfe93f4b69713b56fc324bf907638f330bbc02d
a,84,INSPECT_VALVE7_WITH_ALTERNATE,081458ee0013b5988d7e60a602276884cfa9e6606eff0ca64e99625a2c7c3a1d,NONE,0,[],[],true,2,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,88e566bb828dadb926ef834c3e78ab4db937266fa2a884e7a5bb8cfdef2021cd,dbae7b096ee4e625e3c1d44f732af43657bb0338c69c0375e339cf2d0448315c
a,84,INSPECT_VALVE7_WITH_ALTERNATE,081458ee0013b5988d7e60a602276884cfa9e6606eff0ca64e99625a2c7c3a1d,NONE,0,[],[],true,2,"Inspect Valve 7; if Door 3 is unavailable, use another route.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,0,1,fbd0584c462c368b5d31c14650e09577bcabca6e6bd9eb17a3db2c0a2a9b47bc,88e566bb828dadb926ef834c3e78ab4db937266fa2a884e7a5bb8cfdef2021cd
a,84,REACH_PUMP2_WITH_RECHARGE,c56394ae5369702140b390388af59e7bcc88cfcce82d39af7114e0b7302e56de,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,1,0,2b63bd850128f8c8d7b58dd0ce196cd4eb667cd7b20d279e2cdb5becf7963532,efdb85657dd498a73074a2311580ed4a277b1d162373d595cbd40d1c43d287fb
a,84,REACH_PUMP2_WITH_RECHARGE,c56394ae5369702140b390388af59e7bcc88cfcce82d39af7114e0b7302e56de,NONE,0,[],[],true,1,"Reach Pump 2, but recharge first if estimated battery is insufficient.",results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,61e874e1270b1920d491168db973ea97798cbd619d68c1665bf794be98527a73,2b63bd850128f8c8d7b58dd0ce196cd4eb667cd7b20d279e2cdb5becf7963532
a,84,REPLAN_ON_RESTRICTION,a6da83635ad7a457f979efd6ac80d576307761ed141118efe103ea35bba0f4b3,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,dd532f69bda902a974e02f9c1ea56abf9141318dd791908f84561440caa4062f,16125cd9f22b31782cd5e41c504666968e4be6f758703b443d3fbdf713840446
a,84,REPLAN_ON_RESTRICTION,a6da83635ad7a457f979efd6ac80d576307761ed141118efe103ea35bba0f4b3,ROOM_RESTRICTED,1,"[""ROOM_RESTRICTED""]","[""RESTRICTED""]",true,2,Inspect Valve 7 and replan if a room becomes restricted.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,ac784fd4fe4a4e9715d000747721548d611def53c402c350b836a0cba3c0b9ad,dd532f69bda902a974e02f9c1ea56abf9141318dd791908f84561440caa4062f
a,84,STORE_CARRIED_TOOL,fd9662c3cb8b35ff4527e7a5512fe4be4b46cf56f6c26ccaba977003966aaa36,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,1,0,1,57bc21b1179adafd627cdc94783d8827980a8ef246e237674a27fe6602901006,5a1bab2a3fc6c6f47b8638f27968f12be252e4a55db2d21c4adfd699150015a0
a,84,STORE_CARRIED_TOOL,fd9662c3cb8b35ff4527e7a5512fe4be4b46cf56f6c26ccaba977003966aaa36,NONE,0,[],[],true,2,Find a safe location for the carried tool.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,1,1,0,6c865dd1514c46c2dbec19dae5f4b4c78b2f2be08f0e48599a39472986d3af00,57bc21b1179adafd627cdc94783d8827980a8ef246e237674a27fe6602901006
a,85,INSPECT_NEAREST_COOLANT,7fe4ec950d5a4bf205e09a200bd0014a17fbf8abad41e00f24049423c08f6887,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T3-T2,T3,T2,0,0,0,035db4a3b5971110f4da2ee9ca13769e64c9ea1ff1060e65098bb68e05390732,d3dcaa3367032fc5e9539cc4d5eb8f613bf542e41b20d956c24d5afd5ab4bca3
a,85,INSPECT_NEAREST_COOLANT,7fe4ec950d5a4bf205e09a200bd0014a17fbf8abad41e00f24049423c08f6887,INSTRUCTION_CHANGED,1,"[""INSTRUCTION_CHANGED""]","[""AVOID_ROOM:ElectricalRoom""]",true,1,Safely inspect the nearest coolant valve without entering a restricted room.,results/indicative-twin-hierarchy-a/raw/cases.jsonl,T4-T3,T4,T3,0,0,0,4a51887d66bb0f6302faea43a3064923e73f2c65ea3923ff506b85f24037b132,035db4a3b5971110f4da2ee9ca13769e64c9ea1ff1060e65098bb68e05390732
